Original Ingredient,Cleaned Ingredient
달걀(45g),계란
달걀 110g,계란
달걀(1개),계란
달걀 11g,계란
달걀 6.5g,계란
달걀 38.5g,계란
삶은 달걀(60g),계란
달걀 60g(1개),계란
달걀(40g),계란
달걀 7g,계란
달걀 200g(4개),계란
달걀 4g,계란
달걀 2g,계란
삶은 달걀(3개),계란
달걀(15g),계란
달걀 100g(2개),계란
삶은달걀(60g),계란
달걀 50g,계란
달걀 2개,계란
달걀 22g,계란
달걀 2.4g,계란
달걀 삶은것 20g,계란
"달걀(30g)
- 국물 : 동치미국물(200g)",계란 동치미
삶은 달걀 노른자 5g,계란
"달걀(50g)
녹말가루(20g)",계란 녹말
"달걀 1개(60g)
당근 20g",계란 당근
"달걀 60g
떡갈비 : 다진소고기 50g",계란 소고기
"달걀(30g)
모짜렐라치즈(20g)",계란 치즈
"달걀(40g)
문어(20g)",계란 문어
"달걀(15g)
밥(200g)",계란 쌀
"달걀(50g)
밥 밑간 참기름(4g)",계란 쌀 깨
"달걀(50g)
빵가루(50g)",계란 빵
"달걀(30g)
빵가루(25g)",계란 빵
"달걀(50g)
빵가루(30g)",계란 빵
"달걀(50g)
- 소스 : 마요네즈(20g)",계란 식용유
"달걀(50g)
육수 다시마(5g)",계란 다시마
달걀노른자 5g,계란
달걀노른자(2개),계란
달걀노른자 20g,계란
달걀노른자(25g),계란
달걀노른자(1개),계란
"달걀노른자(20g)
육수 사골육수(300g)",계란 사골
달걀물 5g,계란
달걀물(2개 분량),계란
달걀물(50g),계란
달걀물 10g,계란
달걀지단(3개 분량),계란
달걀지단(20g),계란
"달걀지단(20g)<br>
• [추가 재료] 양배추(50g)",계란 양배추
"달걀지단(20g)<br>
• [추가 재료] 콩국물(1컵=200g)",계란 콩
달걀지단(흰자,계란
달걀흰자(60g),계란
달걀흰자(10g),계란
달걀흰자 10g,계란
달걀흰자 80g,계란
달걀흰자(1개),계란
달걀흰자 20g,계란
달걀흰자 5g,계란
달걀흰자(15g),계란
"달걀흰자(7g)
소스 마늘(5g)",계란 마늘
달래 10g,달래
달래 100g(2단),달래
달래 5,달래
"달래(10g)
•두부양념장 : 고추장(5g)",달래 고추장
닭(120g),닭
[ 2인분 ] 닭(1마리),닭
닭 가슴살 100g,닭
닭 육수 10g,닭
닭가슴살 280g,닭
닭가슴살 50g,닭
닭가슴살(200g),닭
닭가슴살 250g,닭
닭가슴살(60g),닭
닭가슴살(40g),닭
닭가슴살 150g,닭
닭가슴살 60g,닭
닭가슴살 200g,닭
닭가슴살 20g,닭
닭가슴살(120g),닭
닭가슴살 30g,닭
닭가슴살 80g,닭
닭가슴살 15g,닭
닭가슴살 300g,닭
닭가슴살(270g),닭
닭가슴살(100g),닭
닭가슴살 12g,닭
닭가슴살(80g),닭
닭가슴살 13g,닭
닭가슴살(30g),닭
닭가슴살(150g),닭
닭가슴살(25g),닭
닭가슴살 100g,닭
닭가슴살(50g),닭
"닭가슴살(20g)
밥(200g)",닭 쌀
"삶은 닭가슴살(50g)
방울토마토(15g)",닭 토마토
"닭가슴살(100g)
톳(50g)",닭 톳
"닭가슴살(100g)
후춧가루(0.01g)",닭 후추
"닭가슴살(100g)
후춧가루(0.3g)",닭 후추
닭고기 15g,닭
닭고기 35g,닭
닭고기(80g),닭
닭고기(100g),닭
닭고기(120g),닭
닭고기(1마리),닭
닭고기 100g,닭
닭고기(다리살) 300g,닭
닭고기(가슴살) 50g,닭
닭고기(200g),닭
닭고기(가슴살,닭
닭고기가슴살 100g [소스소개] 밑간양념:요구르트 6g,닭 요구르트
닭고기(날개,닭
닭고기(다리,닭
닭고기살(100g),닭
닭고기살(150g),닭
닭고기살(50g),닭
닭고기살(120g),닭
"닭고기살(30g)
다진마늘(10g)",닭 마늘
닭고기(살코기,닭
닭날개 100g,닭
닭다리살 80g,닭
닭다리살(120g),닭
닭다리살(30g),닭
닭다릿살(400g),닭
닭봉(120g),닭
닭봉(20개),닭
닭뼈 20g,닭
닭육수 180g,닭
닭육수(50g),닭
닭육수 150g,닭
닭육수 10g,닭
닭육수 15g,닭
닭육수 30g,닭
닭육수 250ml,닭
닭육수(5컵),닭
닭육수 100g,닭
닭육수 200g,닭
닭육수 70g,닭
"닭육수 400g
구이소스 : 저염된장 15g",닭 된장
"닭육수(200g)
닭밑간양념 다진 마늘(4g)",닭 마늘
"닭육수 300g
양념장 : 영양부추 10g",닭 부추
당귀잎 2.5g,당귀잎
"당귀잎 10g
양파 40g",당귀잎 양파
당근 30g,당근
당근(½개),당근
당근 20g,당근
다진 당근(5g),당근
당근 2g,당근
당근 80g,당근
당근 15g,당근
당근(20g),당근
당근 10g,당근
당근 25g,당근
당근(15g),당근
당근(30g),당근
당근 11.4g,당근
당근 7g,당근
당근(5g),당근
당근 10,당근
당근 17g,당근
당근 8g,당근
당근 5g,당근
당근(40g),당근
당근 1.2g,당근
당근(⅓개),당근
당근(25g),당근
당근(3g),당근
당근 3g,당근
다진당근 14g,당근
당근 15g(5cm),당근
당근 50g,당근
당근 5g(5cm),당근
당근 3.3g,당근
당근(6g),당근
당근(10g),당근
당근 40g,당근
당근(100g),당근
당근(¼개),당근
당근 9g,당근
당근 12g,당근
당근 15g(1/10개),당근
당근 10g [소스소개] 고추장 1g,당근 고추장
"당근(20g)
깻잎(5g)",당근 깻잎
"당근(80g)
녹말가루(20g)",당근 녹말
"당근(30g)
라이스페이퍼(20g)",당근 라이스페이퍼
"당근(20g)
브로컬리(20g)",당근 브로컬리
"당근 30g
샐러드소스 : 식초 30g",당근 식초
"당근 25g
생들기름 30g",당근 들기름
"당근(5g)
셀러리(5g)",당근 셀러리
"당근 30g
소스 : 레드와인 200cc. 망고 50g",당근 소스 레드와인 망고
"당근 10g
쌀 100g",당근 쌀
"다진 당근(14g)
다진 애호박(14g)",당근 애호박
"당근(10g)
양념 강황가루(3g)",당근 강황
"당근(20g)
양파(20g)",당근 양파
"당근 5g(3×1×1cm)
●올리브마늘 드레싱 : 올리브유 10g(2작은술)",당근 마늘 올리브유
"당근(20g)
적채(20g)",당근 적채
당근 1cm 정사각형 7g,당근
당근 5g [소스소개]조림장:간장 1g,당근 간장
"당근 1.0g 
(저염양념) 조선무 1.1g",당근 무
"당근(10g)
참기름(10g)",당근 참기름
당근 채친것 3g,당근
"당근(20g)
토마토(30g)",당근 토마토
"당근(20g)
표고버섯(20g)",당근 버섯
"당근(20g)
홍파프리카(20g)",당근 파프리카
당근갈은것 40g,당근
당근다진것 3g,당근
당근다진것 20g,당근
당근다진것 5g,당근
당근다진것 10g,당근
당근주스 30g,당근
당근채썬것 10g,당근
당근퓨레(5g),당근
당면 20g,당면
당면 5g,당면
당면(70g),당면
당면(50g),당면
"당면(30g)<br>
• [추가 재료] 쌈두부(1팩=100g)",당면 두부
당면불린것 10g,당면
대구살 35g,대구
대두 10g,대두
대두유 12g,대두유
대두유 3g,대두유
대두유 5g,대두유
대왕오징어채 30g,오징어
대추 18g,대추
대추 5g,대추
대추 2g,대추
대추슬라이스 0.2g,대추
대추(20g),대추
대추(10알),대추
대추(1알),대추
대추(2알),대추
대추 3g,대추
대추 4g,대추
대추 0.1g,대추
대추20g(10개),대추
대추 10g,대추
대추 7.5g,대추
대추(10g),대추
대추(15g),대추
대추(25g),대추
대추(4알),대추
대추(3알),대추
대추(5알),대추
대추 6g,대추
"대추(30g)
블루베리소스 블루베리잼(20g)",대추 블루베리
"대추(20g)
표고버섯(20g)",대추 버섯
대추고(60g),대추
대추고(5g),대추
대파 4g,대파
대파(12g),대파
[ 2인분 ] 대파(15cm),대파
대파(6g),대파
대파 100g,대파
다진 대파(0.5g),대파
대파 2.5g,대파
대파 4,대파
다진 대파(10g),대파
대파 6g,대파
대파 0.8g,대파
다진대파 10g,대파
다진대파 5g,대파
다진대파(2g),대파
다진 대파 5g(1작은술),대파
대파(2g),대파
대파 25g,대파
다진대파 25g,대파
대파(10g),대파
대파(30g),대파
대파(20g),대파
대파(½대),대파
다진 대파(1g),대파
대파 10g(5cm),대파
대파 50g,대파
대파(0.5g),대파
대파 40g,대파
대파(5g),대파
대파 10,대파
대파 20g,대파
대파 10g(2cm),대파
대파 13g,대파
대파(100g),대파
다진대파 7g,대파
대파 10g,대파
대파 15g,대파
대파 3g,대파
대파(15cm),대파
대파 1g,대파
대파(3g),대파
대파 5g,대파
대파(1대),대파
대파(1g),대파
"대파(10g)
달걀(50g)",대파 달걀
"대파(10g)
당근(20g)",대파 당근
"대파(5g)
두부(25g)",대파 두부
"대파(10g)
떡볶이떡(100g)",대파 떡
"대파(10g)
마늘(10g)",대파 마늘
대파 2.5g 다진 마늘 1.25g,대파 마늘
"대파(20g)
무(30g)",대파 무
"대파(10g)
방울토마토(50g)",대파 토마토
"대파(10g)
버터(10g)",대파 버터
"대파(10g)
생크림(20g)",대파 생크림
대파 5) 소스: 간장 4.5,대파 간장
"대파(10g)
식용유(5g)",대파 식용유
"대파 10g
양념 : 고춧가루 20g",대파 고추
대파 5g - 양념장 : 된장 2g,대파 된장
"대파(20g)
양파(60g)",대파 양파
"대파(5g)
육수 멸치(2g)
양념 된장(7g)",대파 멸치 된장
"대파(5g)
육수 바지락(20g)",대파 바지락
대파 3g 저나트륨된장소스:된장 1g,대파 된장
"대파(40g)
저염된장(10g)",대파 된장
"대파 15g
청고추 15g",대파 고추
"대파(10g)
청양고추(2g)",대파 고추
"대파(10g)
홍고추(10g)",대파 고추
"대파(20g)
홍합(20g)",대파 홍합
대파뿌리 7g,대파
대파뿌리,대파
대파채친것 3g,대파
대파(흰 부분,대파
대패삼겹살(100g),돼지고기
대하(2마리),대하
더덕 40g,더덕
더덕(100g),더덕
더덕 60g,더덕
더덕 50g,더덕
더덕 45g,더덕
더덕 20g,더덕
"덧밀가루(50g)
애호박(20g)",밀 애호박
"데리야키소스(15g)
달걀(40g)",데리야키소스 달걀
데미글라스 10g,데미글라스
"황도(20g)
배(20g)",복숭아 배
도라지 1.3g,도라지
도라지 10g,도라지
도라지(120g),도라지
도라지 25g,도라지
도라지(30g),도라지
도라지 15g,도라지
도미 40g,도미
도미 100g,도미
도미살 65g,도미
도미살 5g,도미
도미살 30g,도미
도토리가루 2g,도토리
도토리묵,도토리묵
도토리묵(250g),도토리묵
돈가스소스(20g),돈가스소스
돈나물(20g),돈나물
돈등심 80g,돼지고기
돈민찌 80g,돼지고기
돈육(분쇄육) 30g,돼지고기
돌나물 15g,돌나물
돌나물(10g),돌나물
●돌나물 샐러드 : 돌나물 90g,돌나물
동치미(400g),동치미
동태살 120g,동태
동태포(30g),동태
돼지갈비(150g),돼지갈비
돼지갈비 60g,돼지갈비
돼지갈비(바비큐용) 120g [소스] 양파작게자른것 20g,돼지갈비 양파
돼지감자가루(¼컵),돼지감자
다진 돼지고기(20g),돼지고기
돼지고기(불고기용) 120g,돼지고기
돼지고기(60g),돼지고기
돼지고기(전지) 23g,돼지고기
다진 돼지고기(30g),돼지고기
돼지고기(50g),돼지고기
돼지고기(120g),돼지고기
돼지고기 6g,돼지고기
다진돼지고기 50g,돼지고기
다진 돼지고기(60g),돼지고기
돼지고기 20g,돼지고기
돼지고기(100g),돼지고기
돼지고기(삼겹살) 100g,돼지고기
돼지고기 100g,돼지고기
다진돼지고기(50g),돼지고기
돼지고기(20g),돼지고기
다진 돼지고기(기름기 없는 부위) 25,돼지고기
돼지고기(70g),돼지고기
돼지고기(150g),돼지고기
다진 돼지고기(90g),돼지고기
다진 돼지고기(400g),돼지고기
돼지고기 30g,돼지고기
[ 2인분 ] 다진 돼지고기(600g),돼지고기
돼지고기(삼겹살) 70.8g,돼지고기
돼지고기 등심 60g,돼지고기
돼지고기 등심 50g,돼지고기
돼지고기 삼겹살 40g,돼지고기
"돼지고기(50g)
쇠고기(50g)",돼지고기 쇠고기
"다진 돼지고기(35g)
양념 다진 마늘(10g)",돼지고기 마늘
"돼지고기(100g)
양념 소금(0.5g)",돼지고기 소금
돼지고기갈은것 10g,돼지고기
돼지고기다진것 15g,돼지고기
돼지고기다진것 12g,돼지고기
돼지고기(등갈비,돼지고기
돼지고기(등심,돼지고기
돼지고기목살 30g,돼지고기
돼지고기(목살,돼지고기
돼지고기(뼈갈비,돼지고기
돼지고기사태 60g,돼지고기
돼지고기(사태,돼지고기
돼지고기살코기 40g,돼지고기
돼지고기(안심,돼지고기
돼지등심 60g,돼지고기
돼지등심 100g,돼지고기
돼지등심(120g),돼지고기
돼지등심(100g),돼지고기
돼지머리 200g,돼지고기
돼지목살(120g),돼지고기
돼지목살다진것 50g,돼지고기
돼지호박 50g,돼지호박
돼지호박 10g,돼지호박
돼지호박 12g,돼지호박
돼지호박갈은것 20g,돼지호박
된장 3.5g,된장
된장 2.5g,된장
된장(5g),된장
된장(20g),된장
된장(10g),된장
된장 20g(1½큰술),된장
된장 0.75,된장
된장 18g,된장
된장 6g,된장
된장 9,된장
된장 15g,된장
된장(8g),된장
된장(30g),된장
된장 10g,된장
된장 8g,된장
된장 9g,된장
된장 5g(1작은술),된장
된장 2,된장
된장 14g,된장
된장 2g,된장
된장 0.5g,된장
"된장(14g)
고춧가루(4g)",된장 고추
"된장국
두부 20g(2×2×2cm)",된장국 두부
"두 가지 색 파프리카(각 15g씩)
쪽파(15g)",파프리카 쪽파
두가지 묵(올방개묵,올방개묵
두릅(100g),두릅
두릅(50g),두릅
두반장 1,두반장
두반장(8g),두반장
두반장(3g),두반장
두부(140g),두부
[ 2인분 ] 두부(1모=300g),두부
두부(100g),두부
두부((30g),두부
두부(15g),두부
두부(50g),두부
두부 50g,두부
두부(40g),두부
두부(80g),두부
두부 70g,두부
두부 10g,두부
두부(25g),두부
두부 25g,두부
두부(20g),두부
두부 20g,두부
두부 120g,두부
두부(30g),두부
두부 8g,두부
두부 20g(1/20모),두부
두부 30g,두부
두부(150g),두부
두부 80g,두부
두부 60g,두부
두부(10g),두부
두부 100g,두부
두부 5g,두부
두부 14g,두부
두부 67g,두부
두부 40g,두부
두부(200g),두부
두부 35g,두부
두부 320g(1모),두부
두부(8g),두부
두부 300g,두부
두부작은것 40g,두부
두부(400g),두부
"두부(20g)
굴림만두 새송이버섯(10g)",두부 굴림만두 버섯
"두부(60g)
김치(120g)",두부 김치
"두부(30g)
달걀(50g)",두부 달걀
"두부(40g)
애호박(40g)",두부 애호박
"두부(100g)
육수 콩나물(80g)",두부 콩나물
두부1.2cm 90g,두부
●두부구이 : 두부 70g(1/5모),두부
두부면(1팩=100g),두부
두부면(50g),두부
두부면(2팩=200g),두부
두유(5g),두유
두유 70g,두유
두유(100g),두유
두유 150g(3/4컵),두유
두유(200g),두유
두유 45g(3큰술),두유
두유(40g),두유
두유 45ml,두유
두유 40g,두유
두유(¼컵),두유
두유(20g),두유
두절콩나물 5.3g,콩나물
드라이 이스트(골드) 10g,이스트
드라이이스트 12g,이스트
드라이이스트(레드) 4g,이스트
드라이이스트 5g,이스트
드라이이스트 6g,이스트
드라이토마토 10g,이스트
들기름 4g,들기름
들기름(20g),들기름
들기름(8g),들기름
들기름(4g),들기름
들기름 2g,들기름
들기름 10g,들기름
들기름 5g,들기름
들기름 3g,들기름
들기름(3g),들기름
들기름(1g),들기름
들기름 15g,들기름
들기름(15g),들기름
들기름 3g [소스소개] 잡채양념:배 10g,들기름 배
"들기름 5g(1작은술) 장식
베이비채소 5g",들기름 새싹
들깨 8g,들깨
들깨가루(30g),들깨
들깨가루(20g),들깨
들깨가루(200g),들깨
들깨 18g,들깨
들깨가루 20g,들깨
들깨가루 5g,들깨
들깨가루 6,들깨
들깨가루 15g,들깨
"들깨가루(30g)
밀가루(200g)",들깨 밀
"들깨가루(30g)
- 육수 : 건새우(10g)",들깨 새우
들깻가루(10g),들깨
들깻가루(7g),들깨
들깻가루(5g),들깨
들깻가루(30g),들깨
들깻가루(3Ts),들깨
들깻가루(20g),들깨
들깻가루(3g),들깨
들깻가루(8g),들깨
들깻가루(40g),들깨
들깻가루(2g),들깨
들깻가루(50g),들깨
들깻가루(4Ts),들깨
등갈비(150g),돼지고기
등심얇게썬것 20g,돼지고기
디존 머스타드 1g,머스타드
디종머스터드(30g),머스타드
디포리 2g,멸치
딜(1g),딜
따뜻한 우유 140ml,우유
따뜻한물 20g,""
딸기(80g),딸기
딸기 30g,딸기
딸기(130g),딸기
딸기(60g),딸기
딸기(150g),딸기
딸기 100g,딸기
딸기 40g,딸기
딸기 20g,딸기
냉동딸기(13g),딸기
딸기잼 30g,딸기잼
딸기잼 40g,딸기잼
딸기잼(15g),딸기잼
딸기쨈 5g,딸기쨈
땅콩(5g),땅콩
땅콩(100g),땅콩
땅콩 10g(10알),땅콩
땅콩(3g),땅콩
땅콩 10g,땅콩
땅콩(15g),땅콩
땅콩(20g),땅콩
땅콩 3g,땅콩
땅콩 1g,땅콩
다진 땅콩(5g),땅콩
땅콩(10g),땅콩
땅콩 5g,땅콩
땅콩,땅콩
땅콩 4g,땅콩
땅콩 2g,땅콩
땅콩 10,땅콩
다진 땅콩(4g),땅콩
땅콩 2.5g,땅콩
땅콩(30g),땅콩
땅콩(50g),땅콩
땅콩 13g [소스소개]고추장소스:고추장 2g,땅콩 고추장
"다진 땅콩 10g(1큰술)
●순두부사과 소스 : 
순두부 40g(1/8봉지)",땅콩 순두부 사과
땅콩다진것 10g,땅콩
땅콩기름 5g,땅콩
땅콩버터 1g,땅콩
땅콩버터 3g,땅콩
땅콩버터 5g,땅콩
땅콩잼 30g,땅콩
땅콩호박(1/2개),땅콩호박
떡 40g,떡
"떡(40g)
육수 당귀(10g)",떡 당귀
떡국 떡 10g,떡
●떡꼬치: 쌀떡 90g,떡
떡볶이 떡 80,떡
떡볶이떡(100g),떡
떡볶이떡 26g,떡
떡볶이떡(20g),떡
떡볶이떡 40g 고추장 8g,떡 고추장
"떡볶이떡(10g)
저염간장(20g)",떡 간장
"떡볶이양념파우더(30g)<br>

• [추가 재료] 쌈두부(100g)",떡볶이양념 두부
또띠아 45g,또띠아
또띠아(50g),또띠아
또띠아 25g,또띠아
또띠아8인치 30g,또띠아
라디치오(5g),라디치오
라면(100g),라면
라면(60g),라면
라면(50g),라면
"라면(110g)
양념 카레가루(2g)",라면 카레
"라면(100g)
육수 다시마(2.5g)",라면 다시마
라면스프(3g),라면스프
라이스버거 : 밥 200g,쌀
라이스페이퍼(5장),라이스페이퍼
라이스페이퍼 1장,라이스페이퍼
라이스페이퍼(3장),라이스페이퍼
라이스페이퍼(8g),라이스페이퍼
라이스페이퍼(8장),라이스페이퍼
라이스페이퍼(7장),라이스페이퍼
라이스페이퍼(1장),라이스페이퍼
라이스페이퍼 20g[새콤 달콤 소스] 양파 5g,라이스페이퍼 양파
라이스페퍼(50g),라이스페이퍼
라임(1개),라임
라임(1/2개),라임
라임주스 3g,라임
라임주스 1g,라임
라임주스(20g),라임
라즈베리(10g),라즈베리
라즈베리(20g),라즈베리
라즈베리(5g),라즈베리
래디쉬 15g,래디쉬
래디쉬 5g,래디쉬
